"cell_type"	"biopsy_tissue"	"biopsy_cell_selection"	"grouping_id"	"study_id"	"hgnc_symbol"	"ensembl_gene_id"	"ensembl_version"	"p_value"	"p_value_adj"	"auc"	"pct_cells_target_cluster"	"pct_cells_other_clusters"	"avg_logFC"	"study_specific_columns"	"study_specific_columns_values"	"notes"
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"FOSB"	"ENSG00000125740"	99		2.35e-64				0.7977829	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"FXYD5"	"ENSG00000089327"	99		1.65e-85				0.86128104	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"H2AFY"	"ENSG00000113648"	99		2.49e-81				2.1626484	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-A"	"ENSG00000206503"	99		6.7e-55				0.4078147	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"HNRNPA0"	"ENSG00000177733"	99		1.77e-40				0.7539761	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"HOTAIRM1"	"ENSG00000233429"	99		3.82e-32				2.5456798	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"HSP90AB1"	"ENSG00000096384"	99		4.47e-54				0.5426856	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ICAM1"	"ENSG00000090339"	99		4.2e-34				2.0888941	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ID2"	"ENSG00000115738"	99		2.48e-137				1.6136267	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IER2"	"ENSG00000160888"	99		1.14e-69				0.9656441	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IGFBP4"	"ENSG00000141753"	99		1.99e-31				4.392276	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IL18R1"	"ENSG00000115604"	99		8.5e-46				2.2717786	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IL1R1"	"ENSG00000115594"	99		4.68e-57				5.6894865	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IL23R"	"ENSG00000162594"	99		1e-57				4.3192415	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IL4I1"	"ENSG00000104951"	99		2.41e-92				4.0297465	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IL7R"	"ENSG00000168685"	99		4.14e-194				1.6039454	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"IRF1"	"ENSG00000125347"	99		1.31e-62				1.0156416	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ITGB1"	"ENSG00000150093"	99		3.42e-54				2.3783984	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"JAML"	"ENSG00000160593"	99		1.11e-66				2.0829635	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"JUND"	"ENSG00000130522"	99		7.1e-65				0.869743	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"KIT"	"ENSG00000157404"	99		1.3e-33				2.7496529	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"KLF4"	"ENSG00000136826"	99		2.74e-37				2.982788	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"KLRB1"	"ENSG00000111796"	99		3.16e-183				1.8079695	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"KRT86"	"ENSG00000170442"	99		1.55e-57				6.54811	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"LINC00299"	"ENSG00000236790"	99		5.05e-49				7.4706655	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"LST1"	"ENSG00000204482"	99		5.16e-120				3.7572196	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"MAFF"	"ENSG00000185022"	99		6.88e-50				2.3521037	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"MALAT1"	"ENSG00000251562"	99		2.21e-37				0.10700416	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"MAP3K8"	"ENSG00000107968"	99		3.45e-44				1.5599278	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"MPV17L"	"ENSG00000156968"	99		4.89e-31				4.1945934	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"MT-ND2"	"ENSG00000198763"	99		6.17e-36				0.18932159	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"NCOA7"	"ENSG00000111912"	99		1.02e-64				2.4589157	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"NFKBIA"	"ENSG00000100906"	99		7.66e-92				0.88218415	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"NFKBID"	"ENSG00000167604"	99		7.38e-32				1.9015424	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"NR4A1"	"ENSG00000123358"	99		1.22e-50				1.5964599	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"PABPC1"	"ENSG00000070756"	99		2.63e-51				0.41767472	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"PCDH9"	"ENSG00000184226"	99		1.89e-65				5.3075724	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"PNRC1"	"ENSG00000146278"	99		7.92e-36				0.5082429	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"PPP1R15A"	"ENSG00000087074"	99		3.37e-59				0.721192	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"PRR5"	"ENSG00000186654"	99		9.52e-65				3.25692	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"PTMA"	"ENSG00000187514"	99		1.14e-44				0.22078203	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"RBM39"	"ENSG00000131051"	99		1.09e-41				0.60268277	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"RIPK2"	"ENSG00000104312"	99		2.43e-38				2.3390777	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"S100A13"	"ENSG00000189171"	99		5.12e-73				5.327233	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SEC11A"	"ENSG00000140612"	99		1.42e-60				1.3046535	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SERTAD1"	"ENSG00000197019"	99		8.8e-32				1.5986044	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SNHG9"	"ENSG00000255198"	99		1.67e-40				1.320145	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SOX4"	"ENSG00000124766"	99		1.63e-33				3.1582284	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SPINK2"	"ENSG00000128040"	99		6.07e-48				2.3026874	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SPRY1"	"ENSG00000164056"	99		4.58e-76				2.7389078	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SRGN"	"ENSG00000122862"	99		3.49e-53				0.55425626	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SRSF2"	"ENSG00000161547"	99		1.17e-34				0.7608113	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SRSF3"	"ENSG00000112081"	99		1.58e-40				0.73490345	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SRSF5"	"ENSG00000100650"	99		1.59e-64				0.66674525	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"SSBP2"	"ENSG00000145687"	99		9.14e-33				2.2519011	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TIPARP"	"ENSG00000163659"	99		4.09e-34				1.5376881	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TLE1"	"ENSG00000196781"	99		2.54e-109				3.1226437	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TMIGD2"	"ENSG00000167664"	99		9.89e-104				3.3186982	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TNFAIP3"	"ENSG00000118503"	99		1.08e-85				1.2017978	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TNFRSF18"	"ENSG00000186891"	99		1.89e-52				1.8262411	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TNFRSF25"	"ENSG00000215788"	99		1.23e-89				3.0925906	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TNFRSF4"	"ENSG00000186827"	99		3.99e-32				1.6463698	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TNFSF11"	"ENSG00000120659"	99		6.65e-42				7.0541954	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TNFSF13B"	"ENSG00000102524"	99		9.96e-70				3.46856	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TPT1"	"ENSG00000133112"	99		1.61e-37				0.16869158	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TRA2B"	"ENSG00000136527"	99		2.16e-47				0.92874604	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TRBC1"	"ENSG00000211751"	99		2.39e-51				1.2314582	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TSC22D3"	"ENSG00000157514"	99		1.01e-35				0.37312412	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"TYROBP"	"ENSG00000011600"	99		3.03e-146				3.205656	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"UBB"	"ENSG00000170315"	99		7.8e-42				0.5116789	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"XCL1"	"ENSG00000143184"	99		9.05e-42				2.95298	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ZBTB16"	"ENSG00000109906"	99		3.07e-33				2.0347054	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ZFAND5"	"ENSG00000107372"	99		3.57e-58				1.5397588	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ZFP36"	"ENSG00000128016"	99		3.38e-62				0.6383618	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ZFP36L1"	"ENSG00000185650"	99		3.77e-40				1.0515826	""	""	
"ILC"	"colon"	"immune"		"JamesKR-32066951"	"ZFP36L2"	"ENSG00000152518"	99		4.75e-37				0.45761335	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ACTB"	"ENSG00000075624"	99		0.291929311				0.7530963	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ACTG1"	"ENSG00000184009"	99		0.456713386				0.89722663	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ALDH2"	"ENSG00000111275"	99		0.86737099				3.9349186	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ANKRD10"	"ENSG00000088448"	99		0.849573597				2.5959923	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ANTXR2"	"ENSG00000163297"	99		0.757278523				3.5015688	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"APMAP"	"ENSG00000101474"	99		0.237054727				2.8229926	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ARHGAP10"	"ENSG00000071205"	99		0.178927075				6.089501	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"BCL2L11"	"ENSG00000153094"	99		0.123463014				3.4333937	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"BIRC3"	"ENSG00000023445"	99		0.00675064				2.1757681	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"BMP2K"	"ENSG00000138756"	99		1				4.731951	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"BZW1"	"ENSG00000082153"	99		0.456713386				1.6077149	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CCR7"	"ENSG00000126353"	99		0.025891163				3.09733	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CD74"	"ENSG00000019582"	99		0.030930256				1.4865491	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CD83"	"ENSG00000112149"	99		0.218422166				2.445829	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CDKN1A"	"ENSG00000124762"	99		0.363299935				3.0407062	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CERS6"	"ENSG00000172292"	99		0.849573597				4.612685	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CFLAR"	"ENSG00000003402"	99		0.164860157				1.607358	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CKB"	"ENSG00000166165"	99		0.633718619				5.900333	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CLIC2"	"ENSG00000155962"	99		0.633718619				6.847688	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CRIP1"	"ENSG00000213145"	99		0.460335966				1.7787179	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CSF2RA"	"ENSG00000198223"	99		0.045036422				7.4132667	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CTSH"	"ENSG00000103811"	99		0.006447681				2.9223983	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CTTNBP2NL"	"ENSG00000143079"	99		0.877342706				6.241987	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"CXCL16"	"ENSG00000161921"	99		0.98817551				4.6434584	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"DAPK1"	"ENSG00000196730"	99		0.761730222				6.3307076	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"DAPP1"	"ENSG00000070190"	99		0.273402874				3.6346552	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"DUSP5"	"ENSG00000138166"	99		0.164860157				2.7642026	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"EBI3"	"ENSG00000105246"	99		1				7.455889	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ERICH1"	"ENSG00000104714"	99		0.63333523				2.889393	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ETV3"	"ENSG00000117036"	99		0.877342706				3.642481	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"FAM49A"	"ENSG00000197872"	99		0.004523645				3.970913	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"FSCN1"	"ENSG00000075618"	99		0.292233398				6.7774997	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"GABARAPL2"	"ENSG00000034713"	99		0.006720857				2.251187	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"GPX4"	"ENSG00000167468"	99		0.147051582				1.438227	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"GRSF1"	"ENSG00000132463"	99		0.062557633				3.659841	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"GSN"	"ENSG00000148180"	99		0.000485662				5.186223	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"GSTP1"	"ENSG00000084207"	99		0.006989386				1.8759066	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"H2AFJ"	"ENSG00000246705"	99		0.699583095				2.655559	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"H2AFY2"	"ENSG00000099284"	99		0.582107278				6.299044	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"H3F3A"	"ENSG00000163041"	99		0.849573597				0.69278145	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HCK"	"ENSG00000101336"	99		1				5.86127	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HIPK2"	"ENSG00000064393"	99		0.761730222				3.1179821	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPA1"	"ENSG00000231389"	99		0.124708955				2.133905	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPB1"	"ENSG00000223865"	99		0.006720857				2.513342	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DQA1"	"ENSG00000196735"	99		0.010845085				2.397789	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DQB1"	"ENSG00000179344"	99		0.392765804				2.1604962	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRA"	"ENSG00000204287"	99		0.021204612				2.3436897	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB1"	"ENSG00000196126"	99		0.019257072				2.3381598	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB5"	"ENSG00000198502"	99		0.004523645				2.8006625	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"HMOX1"	"ENSG00000100292"	99		0.86737099				4.9903774	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"IDO1"	"ENSG00000131203"	99		0.653695452				8.846083	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"IER3"	"ENSG00000137331"	99		0.273402874				3.9159884	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"IL13RA1"	"ENSG00000131724"	99		0.316020985				5.3503604	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ISCU"	"ENSG00000136003"	99		0.285609396				1.3477318	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"KDM2B"	"ENSG00000089094"	99		0.887264383				3.579435	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"KIF2A"	"ENSG00000068796"	99		0.63333523				2.972053	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"LAMP3"	"ENSG00000078081"	99		0.000485662				8.690179	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"LAP3"	"ENSG00000002549"	99		0.86737099				2.832138	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"LGALS2"	"ENSG00000100079"	99		0.180625348				6.5879827	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"LSP1"	"ENSG00000130592"	99		0.010845085				1.8084681	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"MARCKS"	"ENSG00000277443"	99		0.124708955				3.1802027	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"MARCKSL1"	"ENSG00000175130"	99		0.004523645				3.3844032	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"MCM5"	"ENSG00000100297"	99		0.861798264				3.165371	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"MERTK"	"ENSG00000153208"	99		0.546735329				6.5799637	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"MYL6"	"ENSG00000092841"	99		0.273402874				0.8273265	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"NCKAP1L"	"ENSG00000123338"	99		0.604745301				2.29043	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"NFKB1"	"ENSG00000109320"	99		0.710200557				3.071519	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"NRP2"	"ENSG00000118257"	99		0.123463014				7.4493866	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"PFN1"	"ENSG00000108518"	99		0.699583095				0.8543382	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"PLEK"	"ENSG00000115956"	99		0.151876616				3.214873	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"PNRC1"	"ENSG00000146278"	99		0.309011368				1.0101807	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"POGLUT1"	"ENSG00000163389"	99		0.164860157				4.386368	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"PTPN1"	"ENSG00000196396"	99		0.00675064				2.544631	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"RAB5C"	"ENSG00000108774"	99		0.63333523				1.8499398	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"RAB9A"	"ENSG00000123595"	99		0.006720857				3.4492607	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"RAC1"	"ENSG00000136238"	99		0.054429603				1.9467381	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"RASSF4"	"ENSG00000107551"	99		0.038231052				7.495727	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"RHOC"	"ENSG00000155366"	99		0.543155881				2.6025038	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"SAMSN1"	"ENSG00000155307"	99		0.722278791				1.5626599	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"SLC22A23"	"ENSG00000137266"	99		1				8.565079	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"SLCO5A1"	"ENSG00000137571"	99		0.761730222				7.7966824	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"SNN"	"ENSG00000184602"	99		0.476863123				3.1450453	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"SPI1"	"ENSG00000066336"	99		0.113694909				3.3596852	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"STARD7"	"ENSG00000084090"	99		0.77907563				2.7257955	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TAGLN2"	"ENSG00000158710"	99		0.456713386				1.3084863	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TANK"	"ENSG00000136560"	99		0.63333523				1.6971534	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TBC1D8"	"ENSG00000204634"	99		0.164860157				7.3697205	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TES"	"ENSG00000135269"	99		0.291929311				2.6070178	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TMEM176A"	"ENSG00000002933"	99		0.07090233				7.697342	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TMEM176B"	"ENSG00000106565"	99		0.164860157				6.924662	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TMSB10"	"ENSG00000034510"	99		0.0170266				0.8718555	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TOMM34"	"ENSG00000025772"	99		0.763913218				4.4446554	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TUBA1C"	"ENSG00000167553"	99		0.571660866				3.6203678	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TXN"	"ENSG00000136810"	99		0.010845085				2.3809135	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TYMP"	"ENSG00000025708"	99		0.004523645				2.521123	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"TYROBP"	"ENSG00000011600"	99		0.005581881				3.6732333	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"UBE2F"	"ENSG00000184182"	99		0.296831727				3.3928897	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"UVRAG"	"ENSG00000198382"	99		0.124708955				3.7190444	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"VOPP1"	"ENSG00000154978"	99		0.616183529				2.4798338	""	""	
"Lymphoid DC"	"colon"	"immune"		"JamesKR-32066951"	"ZFAND5"	"ENSG00000107372"	99		0.392765804				2.1921155	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ACTB"	"ENSG00000075624"	99		7.33e-23				0.7407389	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"AIF1"	"ENSG00000204472"	99		2.52e-39				4.9312963	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ANXA2"	"ENSG00000182718"	99		2.67e-20				2.3484707	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ANXA5"	"ENSG00000164111"	99		4.67e-29				2.6213877	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"AP2S1"	"ENSG00000042753"	99		7.95e-21				2.5477114	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"APLP2"	"ENSG00000084234"	99		1.44e-15				2.900194	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ARPC3"	"ENSG00000111229"	99		4.89e-19				1.1092656	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ARPC5"	"ENSG00000162704"	99		2.15e-16				1.6857373	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ARRB2"	"ENSG00000141480"	99		3.52e-16				2.775791	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ATP6V0C"	"ENSG00000185883"	99		1.88e-15				3.8505547	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"BLVRB"	"ENSG00000090013"	99		1.67e-22				3.9432695	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C1orf162"	"ENSG00000143110"	99		3.17e-24				3.1851301	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C1QA"	"ENSG00000173372"	99		1.67e-39				6.6006923	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C1QB"	"ENSG00000173369"	99		2.08e-35				6.5413103	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C1QC"	"ENSG00000159189"	99		1.48e-38				6.723851	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C3AR1"	"ENSG00000171860"	99		5.39e-16				4.112521	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C5AR1"	"ENSG00000197405"	99		3.04e-18				7.0954843	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD14"	"ENSG00000170458"	99		5.75e-26				6.765562	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD163"	"ENSG00000177575"	99		5.39e-27				7.4832907	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD63"	"ENSG00000135404"	99		4.97e-16				1.38068	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD68"	"ENSG00000129226"	99		1.32e-38				5.420793	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD74"	"ENSG00000019582"	99		1.46e-25				1.2678211	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CEBPD"	"ENSG00000221869"	99		5.21e-25				3.5885875	""	""	
